"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","1999M08","Fillet of plaice per kg.","IEP","9.536"
"National Average Price","1999M08","Smoked kippers per kg.","IEP","4.562"
"National Average Price","1999M08","Potatoes per 5lbs","IEP","1.715"
"National Average Price","1999M08","Potatoes 10 kg.","IEP","5.128"
"National Average Price","1999M08","Tomatoes per kg.","IEP","1.625"
"National Average Price","1999M08","Onions per kg.","IEP","0.897"
"National Average Price","1999M08","Broccoli per kg.","IEP","1.939"
"National Average Price","1999M08","Carrots per kg.","IEP","0.92"
"National Average Price","1999M08","Mushrooms per kg.","IEP","3.157"
"National Average Price","1999M08","Fresh pasteurised milk per litre","IEP","0.633"
"National Average Price","1999M08","Irish cheddar per kg.","IEP","5.927"
"National Average Price","1999M08","Butter per lb.","IEP","1.592"
"National Average Price","1999M08","Large (size 2) eggs per dozen","IEP","1.719"
"National Average Price","1999M08","Medium (size 3) eggs per dozen","IEP","1.469"
"National Average Price","1999M08","Bread white sliced, large (800g)","IEP","0.777"
"National Average Price","1999M08","Bread brown sliced, large (800g)","IEP","0.863"
"National Average Price","1999M08","Bread white sliced, small (400g)","IEP","0.578"
"National Average Price","1999M08","White, plain flour per 2 kgs.","IEP","0.934"
"National Average Price","1999M08","White, self-raising flour per 2 kgs.","IEP","0.94"
"National Average Price","1999M08","Brown, wholemeal flour per 2 kgs.","IEP","0.982"
"National Average Price","1999M08","White granulated sugar per kg.","IEP","0.894"
"National Average Price","1999M08","Jam per lb.","IEP","1.103"
"National Average Price","1999M08","Honey per lb.","IEP","1.782"
"National Average Price","1999M08","Marmalade per lb.","IEP","1.067"
"National Average Price","1999M08","Stout - take home (6 x 250ml)","IEP","4.338"
"National Average Price","1999M08","Lager - take home (4 x 330ml)","IEP","4.595"
"National Average Price","1999M08","Ale - take home (6 x 250ml)","IEP","4.34"
"National Average Price","1999M08","Cider - take home ( 500ml can)","IEP","1.264"
"National Average Price","1999M08","Whiskey - take home (70cl bottle)","IEP","14.067"
"National Average Price","1999M08","Brandy - take home (70cl bottle)","IEP","18.677"
"National Average Price","1999M08","Vodka - take home (70cl bottle)","IEP","12.393"
"National Average Price","1999M08","Sherry - take home (75cl bottle)","IEP","8.041"
"National Average Price","1999M08","Stout - draught bar (1 pint)","IEP","2.157"
"National Average Price","1999M08","Lager - draught lounge (1/2 pint)","IEP","1.369"
"National Average Price","1999M08","Lager - draught lounge (1 pint)","IEP","2.383"
"National Average Price","1999M08","Lager - bottled bar (330ml bottle)","IEP","2.352"
"National Average Price","1999M08","Ale - draught bar (1/2 pint)","IEP","1.273"
"National Average Price","1999M08","Ale - draught bar (1 pint)","IEP","2.191"
"National Average Price","1999M08","Cider - bar (330ml bottle)","IEP","2.436"
"National Average Price","1999M08","Plain cigarettes, standard size per 20 pk.","IEP","3.221"
"National Average Price","1999M08","Filtered cigarettes, standard size per 20 pk.","IEP","3.192"
"National Average Price","1999M08","Leaded petrol per ltr.","IEP","0.723"
"National Average Price","1999M08","Petrol - unleaded per ltr.","IEP","0.616"
"National Average Price","1999M08","Liquid petroleum gas per ltr.","IEP","0.383"
"National Average Price","1999M08","Diesel per ltr.","IEP","0.576"
"National Average Price","1999M09","Round steak per kg.","IEP","6.071"
"National Average Price","1999M09","Sirloin steak per kg.","IEP","8.6"
"National Average Price","1999M09","Rib steak per kg.","IEP","3.913"
"National Average Price","1999M09","Leg beef (boneless) per kg.","IEP","4.237"
"National Average Price","1999M09","Brisket pot roast per kg.","IEP","3.981"
"National Average Price","1999M09","Lamb whole leg per kg.","IEP","5.82"
"National Average Price","1999M09","Lamb loin chops per kg.","IEP","8.227"
"National Average Price","1999M09","Lamb gigot chops per kg.","IEP","5.132"
"National Average Price","1999M09","Lamb - neck per kg.","IEP",""
"National Average Price","1999M09","Lambs liver per kg.","IEP","3.404"
"National Average Price","1999M09","Whole leg of pork per kg.","IEP","3.85"
"National Average Price","1999M09","Pork loin chops per kg.","IEP","5.876"
"National Average Price","1999M09","Shoulder roast of pork per kg.","IEP","3.056"
"National Average Price","1999M09","Pork steak per kg.","IEP","7.93"
"National Average Price","1999M09","Best back rashers per kg.","IEP","6.633"
"National Average Price","1999M09","Streaky rashers per kg.","IEP","4.374"
"National Average Price","1999M09","Ham fillet per kg.","IEP","5.727"
"National Average Price","1999M09","Cooked ham per kg.","IEP","9.085"
"National Average Price","1999M09","Pork sausages per kg.","IEP","3.116"
"National Average Price","1999M09","Black pudding per kg.","IEP","3.08"
"National Average Price","1999M09","Fillet of whiting per kg.","IEP","5.427"
"National Average Price","1999M09","Cod cutlets per kg.","IEP","8.474"
"National Average Price","1999M09","Fillet of plaice per kg.","IEP","9.486"
"National Average Price","1999M09","Smoked kippers per kg.","IEP","4.537"
"National Average Price","1999M09","Potatoes per 5lbs","IEP","1.684"
"National Average Price","1999M09","Potatoes 10 kg.","IEP","4.476"
"National Average Price","1999M09","Tomatoes per kg.","IEP","1.659"
"National Average Price","1999M09","Onions per kg.","IEP","0.815"
"National Average Price","1999M09","Broccoli per kg.","IEP","1.824"
"National Average Price","1999M09","Carrots per kg.","IEP","0.801"
"National Average Price","1999M09","Mushrooms per kg.","IEP","3.157"
"National Average Price","1999M09","Fresh pasteurised milk per litre","IEP","0.634"
"National Average Price","1999M09","Irish cheddar per kg.","IEP","6.055"
"National Average Price","1999M09","Butter per lb.","IEP","1.596"
"National Average Price","1999M09","Large (size 2) eggs per dozen","IEP","1.72"
"National Average Price","1999M09","Medium (size 3) eggs per dozen","IEP","1.484"
"National Average Price","1999M09","Bread white sliced, large (800g)","IEP","0.772"
"National Average Price","1999M09","Bread brown sliced, large (800g)","IEP","0.864"
"National Average Price","1999M09","Bread white sliced, small (400g)","IEP","0.579"
"National Average Price","1999M09","White, plain flour per 2 kgs.","IEP","0.95"
"National Average Price","1999M09","White, self-raising flour per 2 kgs.","IEP","0.957"
"National Average Price","1999M09","Brown, wholemeal flour per 2 kgs.","IEP","0.981"
"National Average Price","1999M09","White granulated sugar per kg.","IEP","0.894"
"National Average Price","1999M09","Jam per lb.","IEP","1.103"
"National Average Price","1999M09","Honey per lb.","IEP","1.786"
"National Average Price","1999M09","Marmalade per lb.","IEP","1.076"
"National Average Price","1999M09","Stout - take home (6 x 250ml)","IEP","4.337"
"National Average Price","1999M09","Lager - take home (4 x 330ml)","IEP","4.595"
"National Average Price","1999M09","Ale - take home (6 x 250ml)","IEP","4.48"
"National Average Price","1999M09","Cider - take home ( 500ml can)","IEP","1.278"
"National Average Price","1999M09","Whiskey - take home (70cl bottle)","IEP","14.077"
"National Average Price","1999M09","Brandy - take home (70cl bottle)","IEP","18.674"
"National Average Price","1999M09","Vodka - take home (70cl bottle)","IEP","12.4"
"National Average Price","1999M09","Sherry - take home (75cl bottle)","IEP","8.172"
"National Average Price","1999M09","Stout - draught bar (1 pint)","IEP","2.161"
"National Average Price","1999M09","Lager - draught lounge (1/2 pint)","IEP","1.368"
"National Average Price","1999M09","Lager - draught lounge (1 pint)","IEP","2.391"
"National Average Price","1999M09","Lager - bottled bar (330ml bottle)","IEP","2.361"
"National Average Price","1999M09","Ale - draught bar (1/2 pint)","IEP","1.277"
"National Average Price","1999M09","Ale - draught bar (1 pint)","IEP","2.195"
"National Average Price","1999M09","Cider - bar (330ml bottle)","IEP","2.458"
"National Average Price","1999M09","Plain cigarettes, standard size per 20 pk.","IEP","3.223"
"National Average Price","1999M09","Filtered cigarettes, standard size per 20 pk.","IEP","3.191"
"National Average Price","1999M09","Leaded petrol per ltr.","IEP","0.744"
"National Average Price","1999M09","Petrol - unleaded per ltr.","IEP","0.637"
"National Average Price","1999M09","Liquid petroleum gas per ltr.","IEP","0.401"
"National Average Price","1999M09","Diesel per ltr.","IEP","0.581"
"National Average Price","1999M10","Round steak per kg.","IEP","5.838"
"National Average Price","1999M10","Sirloin steak per kg.","IEP","8.571"
"National Average Price","1999M10","Rib steak per kg.","IEP","3.991"
"National Average Price","1999M10","Leg beef (boneless) per kg.","IEP","4.262"
"National Average Price","1999M10","Brisket pot roast per kg.","IEP","4.029"
"National Average Price","1999M10","Lamb whole leg per kg.","IEP","5.447"
"National Average Price","1999M10","Lamb loin chops per kg.","IEP","8.314"
"National Average Price","1999M10","Lamb gigot chops per kg.","IEP","5.299"
"National Average Price","1999M10","Lamb - neck per kg.","IEP",""
"National Average Price","1999M10","Lambs liver per kg.","IEP","3.456"
"National Average Price","1999M10","Whole leg of pork per kg.","IEP","3.824"
"National Average Price","1999M10","Pork loin chops per kg.","IEP","5.78"
"National Average Price","1999M10","Shoulder roast of pork per kg.","IEP","3.024"
"National Average Price","1999M10","Pork steak per kg.","IEP","7.822"
"National Average Price","1999M10","Best back rashers per kg.","IEP","6.535"
"National Average Price","1999M10","Streaky rashers per kg.","IEP","4.44"
"National Average Price","1999M10","Ham fillet per kg.","IEP","5.529"
"National Average Price","1999M10","Cooked ham per kg.","IEP","9.093"
"National Average Price","1999M10","Pork sausages per kg.","IEP","3.144"
"National Average Price","1999M10","Black pudding per kg.","IEP","3.145"
"National Average Price","1999M10","Fillet of whiting per kg.","IEP","5.418"
"National Average Price","1999M10","Cod cutlets per kg.","IEP","8.537"
"National Average Price","1999M10","Fillet of plaice per kg.","IEP","9.551"
"National Average Price","1999M10","Smoked kippers per kg.","IEP","4.55"
"National Average Price","1999M10","Potatoes per 5lbs","IEP","1.67"
"National Average Price","1999M10","Potatoes 10 kg.","IEP","4.21"
"National Average Price","1999M10","Tomatoes per kg.","IEP","1.906"
"National Average Price","1999M10","Onions per kg.","IEP","0.735"
"National Average Price","1999M10","Broccoli per kg.","IEP","1.864"
"National Average Price","1999M10","Carrots per kg.","IEP","0.703"
"National Average Price","1999M10","Mushrooms per kg.","IEP","3.138"
"National Average Price","1999M10","Fresh pasteurised milk per litre","IEP","0.639"
"National Average Price","1999M10","Irish cheddar per kg.","IEP","6.118"
"National Average Price","1999M10","Butter per lb.","IEP","1.601"
"National Average Price","1999M10","Large (size 2) eggs per dozen","IEP","1.735"
"National Average Price","1999M10","Medium (size 3) eggs per dozen","IEP","1.496"
"National Average Price","1999M10","Bread white sliced, large (800g)","IEP","0.775"
"National Average Price","1999M10","Bread brown sliced, large (800g)","IEP","0.873"
"National Average Price","1999M10","Bread white sliced, small (400g)","IEP","0.58"
"National Average Price","1999M10","White, plain flour per 2 kgs.","IEP","0.95"
"National Average Price","1999M10","White, self-raising flour per 2 kgs.","IEP","0.959"
"National Average Price","1999M10","Brown, wholemeal flour per 2 kgs.","IEP","0.979"
"National Average Price","1999M10","White granulated sugar per kg.","IEP","0.898"
"National Average Price","1999M10","Jam per lb.","IEP","1.103"
"National Average Price","1999M10","Honey per lb.","IEP","1.788"
"National Average Price","1999M10","Marmalade per lb.","IEP","1.078"
"National Average Price","1999M10","Stout - take home (6 x 250ml)","IEP","4.344"
"National Average Price","1999M10","Lager - take home (4 x 330ml)","IEP","4.57"
"National Average Price","1999M10","Ale - take home (6 x 250ml)","IEP","4.465"
"National Average Price","1999M10","Cider - take home ( 500ml can)","IEP","1.28"
"National Average Price","1999M10","Whiskey - take home (70cl bottle)","IEP","14.103"
"National Average Price","1999M10","Brandy - take home (70cl bottle)","IEP","18.681"
"National Average Price","1999M10","Vodka - take home (70cl bottle)","IEP","12.415"
"National Average Price","1999M10","Sherry - take home (75cl bottle)","IEP","8.228"
"National Average Price","1999M10","Stout - draught bar (1 pint)","IEP","2.163"
"National Average Price","1999M10","Lager - draught lounge (1/2 pint)","IEP","1.369"
"National Average Price","1999M10","Lager - draught lounge (1 pint)","IEP","2.39"
"National Average Price","1999M10","Lager - bottled bar (330ml bottle)","IEP","2.364"
"National Average Price","1999M10","Ale - draught bar (1/2 pint)","IEP","1.278"
"National Average Price","1999M10","Ale - draught bar (1 pint)","IEP","2.196"
"National Average Price","1999M10","Cider - bar (330ml bottle)","IEP","2.458"
"National Average Price","1999M10","Plain cigarettes, standard size per 20 pk.","IEP","3.223"
"National Average Price","1999M10","Filtered cigarettes, standard size per 20 pk.","IEP","3.193"
"National Average Price","1999M10","Leaded petrol per ltr.","IEP","0.745"
"National Average Price","1999M10","Petrol - unleaded per ltr.","IEP","0.638"
"National Average Price","1999M10","Liquid petroleum gas per ltr.","IEP","0.405"
"National Average Price","1999M10","Diesel per ltr.","IEP","0.587"
"National Average Price","1999M11","Round steak per kg.","IEP","6.256"
"National Average Price","1999M11","Sirloin steak per kg.","IEP","8.547"
"National Average Price","1999M11","Rib steak per kg.","IEP","4.008"
"National Average Price","1999M11","Leg beef (boneless) per kg.","IEP","4.27"
"National Average Price","1999M11","Brisket pot roast per kg.","IEP","4.094"
"National Average Price","1999M11","Lamb whole leg per kg.","IEP","5.531"
"National Average Price","1999M11","Lamb loin chops per kg.","IEP","8.069"
"National Average Price","1999M11","Lamb gigot chops per kg.","IEP","5.343"
"National Average Price","1999M11","Lamb - neck per kg.","IEP",""
"National Average Price","1999M11","Lambs liver per kg.","IEP","3.463"
"National Average Price","1999M11","Whole leg of pork per kg.","IEP","3.7"
"National Average Price","1999M11","Pork loin chops per kg.","IEP","5.757"
"National Average Price","1999M11","Shoulder roast of pork per kg.","IEP","3.045"
"National Average Price","1999M11","Pork steak per kg.","IEP","7.939"
"National Average Price","1999M11","Best back rashers per kg.","IEP","6.82"
"National Average Price","1999M11","Streaky rashers per kg.","IEP","4.515"
"National Average Price","1999M11","Ham fillet per kg.","IEP","5.685"
"National Average Price","1999M11","Cooked ham per kg.","IEP","9.135"
"National Average Price","1999M11","Pork sausages per kg.","IEP","3.171"
"National Average Price","1999M11","Black pudding per kg.","IEP","3.176"
"National Average Price","1999M11","Fillet of whiting per kg.","IEP","5.501"
"National Average Price","1999M11","Cod cutlets per kg.","IEP","8.567"
"National Average Price","1999M11","Fillet of plaice per kg.","IEP","9.775"
"National Average Price","1999M11","Smoked kippers per kg.","IEP","4.609"
"National Average Price","1999M11","Potatoes per 5lbs","IEP","1.633"
"National Average Price","1999M11","Potatoes 10 kg.","IEP","4.157"
"National Average Price","1999M11","Tomatoes per kg.","IEP","1.76"
"National Average Price","1999M11","Onions per kg.","IEP","0.781"
"National Average Price","1999M11","Broccoli per kg.","IEP","1.973"
"National Average Price","1999M11","Carrots per kg.","IEP","0.738"
"National Average Price","1999M11","Mushrooms per kg.","IEP","3.123"
"National Average Price","1999M11","Fresh pasteurised milk per litre","IEP","0.642"
"National Average Price","1999M11","Irish cheddar per kg.","IEP","6.05"
"National Average Price","1999M11","Butter per lb.","IEP","1.598"
"National Average Price","1999M11","Large (size 2) eggs per dozen","IEP","1.72"
"National Average Price","1999M11","Medium (size 3) eggs per dozen","IEP","1.491"
"National Average Price","1999M11","Bread white sliced, large (800g)","IEP","0.781"
"National Average Price","1999M11","Bread brown sliced, large (800g)","IEP","0.875"
"National Average Price","1999M11","Bread white sliced, small (400g)","IEP","0.579"
"National Average Price","1999M11","White, plain flour per 2 kgs.","IEP","0.951"
"National Average Price","1999M11","White, self-raising flour per 2 kgs.","IEP","0.953"
"National Average Price","1999M11","Brown, wholemeal flour per 2 kgs.","IEP","0.977"
"National Average Price","1999M11","White granulated sugar per kg.","IEP","0.895"
"National Average Price","1999M11","Jam per lb.","IEP","1.114"
"National Average Price","1999M11","Honey per lb.","IEP","1.793"
"National Average Price","1999M11","Marmalade per lb.","IEP","1.085"
"National Average Price","1999M11","Stout - take home (6 x 250ml)","IEP","4.354"
"National Average Price","1999M11","Lager - take home (4 x 330ml)","IEP","4.604"
"National Average Price","1999M11","Ale - take home (6 x 250ml)","IEP","4.546"
"National Average Price","1999M11","Cider - take home ( 500ml can)","IEP","1.261"
"National Average Price","1999M11","Whiskey - take home (70cl bottle)","IEP","14.106"
"National Average Price","1999M11","Brandy - take home (70cl bottle)","IEP","18.684"
"National Average Price","1999M11","Vodka - take home (70cl bottle)","IEP","12.4"
"National Average Price","1999M11","Sherry - take home (75cl bottle)","IEP","8.128"
"National Average Price","1999M11","Stout - draught bar (1 pint)","IEP","2.167"
"National Average Price","1999M11","Lager - draught lounge (1/2 pint)","IEP","1.387"
"National Average Price","1999M11","Lager - draught lounge (1 pint)","IEP","2.396"
"National Average Price","1999M11","Lager - bottled bar (330ml bottle)","IEP","2.374"
"National Average Price","1999M11","Ale - draught bar (1/2 pint)","IEP","1.282"
"National Average Price","1999M11","Ale - draught bar (1 pint)","IEP","2.2"
"National Average Price","1999M11","Cider - bar (330ml bottle)","IEP","2.462"
"National Average Price","1999M11","Plain cigarettes, standard size per 20 pk.","IEP","3.224"
"National Average Price","1999M11","Filtered cigarettes, standard size per 20 pk.","IEP","3.194"
"National Average Price","1999M11","Leaded petrol per ltr.","IEP","0.746"
"National Average Price","1999M11","Petrol - unleaded per ltr.","IEP","0.638"
"National Average Price","1999M11","Liquid petroleum gas per ltr.","IEP","0.409"
"National Average Price","1999M11","Diesel per ltr.","IEP","0.586"
"National Average Price","1999M12","Round steak per kg.","IEP","6.288"
"National Average Price","1999M12","Sirloin steak per kg.","IEP","8.503"
"National Average Price","1999M12","Rib steak per kg.","IEP","4.021"
"National Average Price","1999M12","Leg beef (boneless) per kg.","IEP","4.332"
"National Average Price","1999M12","Brisket pot roast per kg.","IEP","4.111"
"National Average Price","1999M12","Lamb whole leg per kg.","IEP","5.627"
"National Average Price","1999M12","Lamb loin chops per kg.","IEP","8.418"
"National Average Price","1999M12","Lamb gigot chops per kg.","IEP","5.378"
"National Average Price","1999M12","Lamb - neck per kg.","IEP",""
"National Average Price","1999M12","Lambs liver per kg.","IEP","3.467"
"National Average Price","1999M12","Whole leg of pork per kg.","IEP","3.822"
"National Average Price","1999M12","Pork loin chops per kg.","IEP","5.808"
"National Average Price","1999M12","Shoulder roast of pork per kg.","IEP","3.16"
"National Average Price","1999M12","Pork steak per kg.","IEP","7.896"
"National Average Price","1999M12","Best back rashers per kg.","IEP","6.918"
"National Average Price","1999M12","Streaky rashers per kg.","IEP","4.546"
"National Average Price","1999M12","Ham fillet per kg.","IEP","5.751"
"National Average Price","1999M12","Cooked ham per kg.","IEP","9.093"
"National Average Price","1999M12","Pork sausages per kg.","IEP","3.198"
"National Average Price","1999M12","Black pudding per kg.","IEP","3.212"
"National Average Price","1999M12","Fillet of whiting per kg.","IEP","5.524"
"National Average Price","1999M12","Cod cutlets per kg.","IEP","8.779"
"National Average Price","1999M12","Fillet of plaice per kg.","IEP","9.928"
"National Average Price","1999M12","Smoked kippers per kg.","IEP","4.594"
"National Average Price","1999M12","Potatoes per 5lbs","IEP","1.576"
"National Average Price","1999M12","Potatoes 10 kg.","IEP","3.892"
"National Average Price","1999M12","Tomatoes per kg.","IEP","1.899"
"National Average Price","1999M12","Onions per kg.","IEP","0.801"
"National Average Price","1999M12","Broccoli per kg.","IEP","2.105"
"National Average Price","1999M12","Carrots per kg.","IEP","0.713"
"National Average Price","1999M12","Mushrooms per kg.","IEP","3.121"
"National Average Price","1999M12","Fresh pasteurised milk per litre","IEP","0.642"
"National Average Price","1999M12","Irish cheddar per kg.","IEP","6.064"
"National Average Price","1999M12","Butter per lb.","IEP","1.597"
"National Average Price","1999M12","Large (size 2) eggs per dozen","IEP","1.731"
"National Average Price","1999M12","Medium (size 3) eggs per dozen","IEP","1.491"
"National Average Price","1999M12","Bread white sliced, large (800g)","IEP","0.782"
"National Average Price","1999M12","Bread brown sliced, large (800g)","IEP","0.874"
"National Average Price","1999M12","Bread white sliced, small (400g)","IEP","0.582"
"National Average Price","1999M12","White, plain flour per 2 kgs.","IEP","0.951"
"National Average Price","1999M12","White, self-raising flour per 2 kgs.","IEP","0.953"
"National Average Price","1999M12","Brown, wholemeal flour per 2 kgs.","IEP","0.974"
"National Average Price","1999M12","White granulated sugar per kg.","IEP","0.89"
"National Average Price","1999M12","Jam per lb.","IEP","1.117"
"National Average Price","1999M12","Honey per lb.","IEP","1.814"
"National Average Price","1999M12","Marmalade per lb.","IEP","1.084"
"National Average Price","1999M12","Stout - take home (6 x 250ml)","IEP","4.362"
"National Average Price","1999M12","Lager - take home (4 x 330ml)","IEP","4.625"
"National Average Price","1999M12","Ale - take home (6 x 250ml)","IEP","4.458"
"National Average Price","1999M12","Cider - take home ( 500ml can)","IEP","1.263"
"National Average Price","1999M12","Whiskey - take home (70cl bottle)","IEP","14.115"
"National Average Price","1999M12","Brandy - take home (70cl bottle)","IEP","18.652"
"National Average Price","1999M12","Vodka - take home (70cl bottle)","IEP","12.382"
"National Average Price","1999M12","Sherry - take home (75cl bottle)","IEP","8.093"
"National Average Price","1999M12","Stout - draught bar (1 pint)","IEP","2.174"
"National Average Price","1999M12","Lager - draught lounge (1/2 pint)","IEP","1.389"
"National Average Price","1999M12","Lager - draught lounge (1 pint)","IEP","2.405"
"National Average Price","1999M12","Lager - bottled bar (330ml bottle)","IEP","2.378"
"National Average Price","1999M12","Ale - draught bar (1/2 pint)","IEP","1.277"
"National Average Price","1999M12","Ale - draught bar (1 pint)","IEP","2.204"
"National Average Price","1999M12","Cider - bar (330ml bottle)","IEP","2.472"
"National Average Price","1999M12","Plain cigarettes, standard size per 20 pk.","IEP","3.718"
"National Average Price","1999M12","Filtered cigarettes, standard size per 20 pk.","IEP","3.688"
"National Average Price","1999M12","Leaded petrol per ltr.","IEP",""
"National Average Price","1999M12","Petrol - unleaded per ltr.","IEP","0.646"
"National Average Price","1999M12","Liquid petroleum gas per ltr.","IEP","0.412"
"National Average Price","1999M12","Diesel per ltr.","IEP","0.608"
"National Average Price","2000M01","Round steak per kg.","IEP","6.244"
"National Average Price","2000M01","Sirloin steak per kg.","IEP","8.81"
"National Average Price","2000M01","Rib steak per kg.","IEP","4.016"
"National Average Price","2000M01","Leg beef (boneless) per kg.","IEP","4.303"
"National Average Price","2000M01","Brisket pot roast per kg.","IEP","4.143"
"National Average Price","2000M01","Lamb whole leg per kg.","IEP","5.73"
"National Average Price","2000M01","Lamb loin chops per kg.","IEP","8.476"
"National Average Price","2000M01","Lamb gigot chops per kg.","IEP","5.412"
"National Average Price","2000M01","Lamb - neck per kg.","IEP",""
"National Average Price","2000M01","Lambs liver per kg.","IEP","3.4"
"National Average Price","2000M01","Whole leg of pork per kg.","IEP","3.902"
"National Average Price","2000M01","Pork loin chops per kg.","IEP","5.97"
"National Average Price","2000M01","Shoulder roast of pork per kg.","IEP","3.19"
"National Average Price","2000M01","Pork steak per kg.","IEP","7.674"
"National Average Price","2000M01","Best back rashers per kg.","IEP","6.903"
"National Average Price","2000M01","Streaky rashers per kg.","IEP","4.594"
"National Average Price","2000M01","Ham fillet per kg.","IEP","5.687"
"National Average Price","2000M01","Cooked ham per kg.","IEP","9.137"
"National Average Price","2000M01","Pork sausages per kg.","IEP","3.197"
"National Average Price","2000M01","Black pudding per kg.","IEP","3.209"
"National Average Price","2000M01","Fillet of whiting per kg.","IEP","5.574"
"National Average Price","2000M01","Cod cutlets per kg.","IEP","8.842"
"National Average Price","2000M01","Fillet of plaice per kg.","IEP","9.872"
"National Average Price","2000M01","Smoked kippers per kg.","IEP","4.598"
"National Average Price","2000M01","Potatoes per 5lbs","IEP","1.556"
"National Average Price","2000M01","Potatoes 10 kg.","IEP","3.844"
"National Average Price","2000M01","Tomatoes per kg.","IEP","1.783"
"National Average Price","2000M01","Onions per kg.","IEP","0.803"
"National Average Price","2000M01","Broccoli per kg.","IEP","2.187"
"National Average Price","2000M01","Carrots per kg.","IEP","0.714"
"National Average Price","2000M01","Mushrooms per kg.","IEP","3.103"
"National Average Price","2000M01","Fresh pasteurised milk per litre","IEP","0.643"
"National Average Price","2000M01","Irish cheddar per kg.","IEP","6.056"
"National Average Price","2000M01","Butter per lb.","IEP","1.598"
"National Average Price","2000M01","Large (size 2) eggs per dozen","IEP","1.728"
"National Average Price","2000M01","Medium (size 3) eggs per dozen","IEP","1.494"
"National Average Price","2000M01","Bread white sliced, large (800g)","IEP","0.783"
"National Average Price","2000M01","Bread brown sliced, large (800g)","IEP","0.867"
"National Average Price","2000M01","Bread white sliced, small (400g)","IEP","0.581"
"National Average Price","2000M01","White, plain flour per 2 kgs.","IEP","0.957"
"National Average Price","2000M01","White, self-raising flour per 2 kgs.","IEP","0.956"
"National Average Price","2000M01","Brown, wholemeal flour per 2 kgs.","IEP","0.977"
"National Average Price","2000M01","White granulated sugar per kg.","IEP","0.891"
"National Average Price","2000M01","Jam per lb.","IEP","1.103"
"National Average Price","2000M01","Honey per lb.","IEP","1.816"
"National Average Price","2000M01","Marmalade per lb.","IEP","1.075"
"National Average Price","2000M01","Stout - take home (6 x 250ml)","IEP","4.363"
"National Average Price","2000M01","Lager - take home (4 x 330ml)","IEP","4.572"
"National Average Price","2000M01","Ale - take home (6 x 250ml)","IEP","4.479"
"National Average Price","2000M01","Cider - take home ( 500ml can)","IEP","1.277"
"National Average Price","2000M01","Whiskey - take home (70cl bottle)","IEP","14.112"
"National Average Price","2000M01","Brandy - take home (70cl bottle)","IEP","18.681"
"National Average Price","2000M01","Vodka - take home (70cl bottle)","IEP","12.373"
"National Average Price","2000M01","Sherry - take home (75cl bottle)","IEP","8.191"
"National Average Price","2000M01","Stout - draught bar (1 pint)","IEP","2.184"
"National Average Price","2000M01","Lager - draught lounge (1/2 pint)","IEP","1.396"
"National Average Price","2000M01","Lager - draught lounge (1 pint)","IEP","2.413"
"National Average Price","2000M01","Lager - bottled bar (330ml bottle)","IEP","2.393"
"National Average Price","2000M01","Ale - draught bar (1/2 pint)","IEP","1.288"
"National Average Price","2000M01","Ale - draught bar (1 pint)","IEP","2.216"
"National Average Price","2000M01","Cider - bar (330ml bottle)","IEP","2.487"
"National Average Price","2000M01","Plain cigarettes, standard size per 20 pk.","IEP","3.723"
"National Average Price","2000M01","Filtered cigarettes, standard size per 20 pk.","IEP","3.694"
"National Average Price","2000M01","Leaded petrol per ltr.","IEP",""
"National Average Price","2000M01","Petrol - unleaded per ltr.","IEP","0.657"
"National Average Price","2000M01","Liquid petroleum gas per ltr.","IEP","0.412"
"National Average Price","2000M01","Diesel per ltr.","IEP","0.63"
"National Average Price","2000M02","Round steak per kg.","IEP","6.455"
"National Average Price","2000M02","Sirloin steak per kg.","IEP","8.732"
"National Average Price","2000M02","Rib steak per kg.","IEP","4.129"
"National Average Price","2000M02","Leg beef (boneless) per kg.","IEP","4.402"
"National Average Price","2000M02","Brisket pot roast per kg.","IEP","4.175"
"National Average Price","2000M02","Lamb whole leg per kg.","IEP","5.964"
"National Average Price","2000M02","Lamb loin chops per kg.","IEP","8.77"
"National Average Price","2000M02","Lamb gigot chops per kg.","IEP","5.684"
"National Average Price","2000M02","Lamb - neck per kg.","IEP",""
"National Average Price","2000M02","Lambs liver per kg.","IEP","3.466"
"National Average Price","2000M02","Whole leg of pork per kg.","IEP","3.883"
"National Average Price","2000M02","Pork loin chops per kg.","IEP","5.795"
"National Average Price","2000M02","Shoulder roast of pork per kg.","IEP","3.214"
"National Average Price","2000M02","Pork steak per kg.","IEP","7.857"
"National Average Price","2000M02","Best back rashers per kg.","IEP","6.927"
"National Average Price","2000M02","Streaky rashers per kg.","IEP","4.707"
"National Average Price","2000M02","Ham fillet per kg.","IEP","5.537"
"National Average Price","2000M02","Cooked ham per kg.","IEP","9.253"
"National Average Price","2000M02","Pork sausages per kg.","IEP","3.217"
"National Average Price","2000M02","Black pudding per kg.","IEP","3.204"
"National Average Price","2000M02","Fillet of whiting per kg.","IEP","5.399"
"National Average Price","2000M02","Cod cutlets per kg.","IEP","8.59"
"National Average Price","2000M02","Fillet of plaice per kg.","IEP","9.759"
"National Average Price","2000M02","Smoked kippers per kg.","IEP","4.584"
"National Average Price","2000M02","Potatoes per 5lbs","IEP","1.56"
"National Average Price","2000M02","Potatoes 10 kg.","IEP","3.658"
"National Average Price","2000M02","Tomatoes per kg.","IEP","2.055"
