,bullocks_200-249kg,bullocks_250-299kg,bullocks_300-349kg,bullocks_350-399kg,bullocks_400-449kg,bullocks_450-499kg,bullocks_500-549kg,bullocks_550kg+,heifers_200-249kg,heifers_250-299kg,heifers_300-349kg,heifers_350-399kg,heifers_400-449kg,target_cattle,feeding_stuffs,fertilisers,cereals,compound_feeding_stuffs_for_cattle_excluding_calves,compound_feeding_stuffs_for_pigs,compound_feeding_stuffs_for_poultry,npk_fertilisers,pk_fertilisers,electricity,motor_fuel,cattle,milk,other_goods_and_services,pigs,plant_protection_products,potatoes,poultry,seeds,sheep,straight_feeding_stuffs,straight_fertilisers,crop_output,vegetables,veterinary_expenses,cents_per_kg,eurgbp,eurusd,pbeefusdm,sunshine,rain,temp,petrol,diesel,brent_price,crude_price,all_items,food_and_non-alcoholic_beverages,ale_draught_bar_1_pint,best_back_rashers_per_kg,brandy_take_home_70cl_bottle,broccoli_per_kg,butter_per_lb,carrots_per_kg,cooked_ham_per_kg,diesel_per_ltr,ham_fillet_per_kg,irish_cheddar_per_kg,jam_per_lb,lamb_gigot_chops_per_kg,lamb_loin_chops_per_kg,lambs_liver_per_kg,marmalade_per_lb,mushrooms_per_kg,onions_per_kg,petrol_unleaded_per_ltr,pork_loin_chops_per_kg,pork_sausages_per_kg,pork_steak_per_kg,potatoes_10_kg,sherry_take_home_75cl_bottle,sirloin_steak_per_kg,stout_draught_bar_1_pint,tomatoes_per_kg,vodka_take_home_70cl_bottle,whiskey_take_home_70cl_bottle
2009-12-31,134.56,142.31,148.86,146.44,144.66,142.65,144.0,132.35,151.35,142.51,138.72,145.06,144.04,142.88538461538462,82.47367735192945,82.56125600833215,70.29313638356872,83.97870691743981,74.37854283095895,83.03607168705491,84.70098337829975,118.98652270523537,77.19295537089285,89.04966094491351,66.91310859883187,92.02523201474091,90.54671471231421,82.15901474236655,102.0201033713869,84.72855436928324,87.69074854398625,88.29692296461724,77.97579631339514,88.60038108012958,75.28739992699307,83.99906138261393,93.63593150579783,96.48772464702431,120.35,0.8862,1.4318,127.0,6.7,70.4,3.6,124.1,112.4,74.46,74.6,95.2,104.8,4.132,11.993,28.502,3.144,2.303,1.272,17.79,1.087,7.129,12.051,1.834,11.514,16.698,5.16,1.923,4.213,1.195,1.185,9.192,5.807,9.903,6.109,11.343,13.729,4.073,2.415,18.614,23.272
2010-01-31,165.7,148.37,153.71,144.22,146.38,146.19,143.56,135.08,160.98,163.27,156.87,149.18,148.91,150.95538461538462,82.24622799337237,80.89294928378291,70.29313638356872,83.2069255764878,74.37854283095895,83.03607168705491,82.23870777106855,118.68140381997918,77.19295537089285,92.0862519380273,69.72813960261746,94.03360772757138,90.12827724570937,80.20255263236687,102.2963685758012,118.01056763440587,87.69074854398625,85.51828176873764,89.9512895054431,89.89164696753733,74.5871761136589,93.26279112138435,101.3734582187987,96.91566355869116,118.148,0.8665,1.3863,133.875,7.5,30.8,2.1,122.4,115.0,76.17,78.4,94.7,105.0,4.009,12.074,28.013,3.003,2.308,1.25,17.398,1.155,6.712,12.099,1.794,10.978,16.656,5.031,1.929,4.341,1.174,1.25,8.257,5.754,10.388,6.326,11.752,13.42,3.951,2.457,19.618,23.288
2010-02-28,172.7,163.89,156.44,153.71,150.88,149.55,150.5,140.59,162.41,163.66,159.35,155.5,156.99,156.62846153846155,82.14363955865225,79.98539446144723,70.29313638356872,82.96190441883883,74.37854283095895,83.01327697468088,81.30450024436874,99.82899372901983,77.19295537089285,91.7835243083457,69.59467625810764,94.42695799671642,90.46263308637164,83.30190731431658,102.31472185861195,119.57217687104446,87.69074854398625,85.51828176873764,90.91277916115459,89.87055933736737,75.86529851628686,91.5699090854749,97.26752929255112,96.92228117072723,121.8625,0.8934,1.3626,141.75,8.2,35.1,3.1,125.1,115.6,73.75,76.45,95.1,104.8,4.003,11.787,27.397,3.071,2.298,1.253,17.13,1.155,6.85,11.896,1.64,11.983,17.132,5.178,1.923,4.39,1.21,1.245,8.662,5.464,10.377,7.009,11.792,13.86,3.944,2.627,19.174,23.186
2010-03-31,164.86,152.65,150.84,154.95,156.2,149.47,151.7,140.53,163.08,163.98,159.29,156.52,155.6,155.35923076923075,82.07007285217533,81.53010422575622,70.29313638356872,82.93012934075755,74.37854283095895,82.87714188689135,82.20277671234932,95.46087239751319,77.19295537089285,97.02245880739304,70.06518067538883,96.43429310036927,90.37001192029427,84.1765609634929,102.09448246488304,119.57217687104446,87.69074854398625,85.51828176873764,95.86609988088208,89.43263955083768,79.34426815967474,92.06136844765234,98.52005995777824,96.29581389797785,122.81,0.89,1.3512,152.1,10.5,81.9,6.3,127.7,117.8,78.83,81.29,95.1,104.6,3.998,11.568,25.906,3.268,2.289,1.252,16.788,1.183,6.801,11.805,1.788,12.025,17.183,5.137,1.953,4.493,1.196,1.281,8.948,5.475,10.025,6.74,11.826,13.714,3.946,2.694,18.564,22.69
2010-04-30,146.19,149.93,150.03,148.37,150.93,153.86,153.9,146.17,155.51,156.36,156.92,157.49,156.21,152.45153846153846,82.14026493908909,81.74904741246753,70.29313638356872,83.01486288230763,74.37854283095895,82.87714188689135,82.33751818254642,90.63900975599654,77.19295537089285,97.39562882782745,70.84935470419079,97.3739631877713,90.40876829475218,85.8320289027234,101.4569473777731,122.89721243920562,87.69074854398625,85.51828176873764,101.74983308407184,89.68428527086597,80.32689711986764,93.3535435604228,100.32844742710031,96.32007847544351,124.5675,0.8709,1.3298,164.75,12.7,72.8,9.9,131.8,122.0,84.82,84.58,95.4,104.3,4.001,11.415,26.878,3.468,2.286,1.278,16.941,1.238,6.713,10.932,1.783,11.792,17.509,5.243,1.938,4.366,1.249,1.325,8.799,5.415,9.956,6.852,11.717,13.092,3.947,2.782,18.525,22.944
2010-05-31,157.25,155.89,158.48,161.06,163.48,161.16,160.46,149.83,153.75,161.57,161.51,159.27,157.03,158.51846153846157,82.0882957978164,81.56894898468887,70.29313638356872,83.01486288230763,74.37854283095895,82.58017743957376,82.29809382645172,90.63900975599654,77.19295537089285,100.25582275979986,72.27931910965322,104.90485180629676,90.26688055097407,89.76442921612548,101.45211756650714,123.72871865611708,87.69074854398625,85.51828176873764,101.173319827448,89.77215039657418,79.87384073453279,92.40343533325877,97.84562036880978,96.32007847544351,129.222,0.8463,1.2306,157.75,15.6,54.3,11.8,134.4,125.5,75.95,74.12,95.9,104.7,4.004,11.121,27.326,3.288,2.282,1.283,16.901,1.257,6.755,10.654,1.795,12.229,18.409,5.314,1.916,4.525,1.26,1.345,8.63,5.436,9.584,6.882,11.856,13.985,3.957,2.854,18.06,23.081
2010-06-30,161.11,164.9,158.65,159.03,155.87,156.26,155.44,147.18,161.44,159.11,157.45,158.6,156.44,157.80615384615385,82.09504503694272,80.07720934619715,70.29313638356872,83.04169517046515,74.37854283095895,82.61943499977352,81.10288708155532,90.63900975599654,77.19295537089285,100.07476835050953,73.77509262968961,105.07551171142846,90.06587291395512,94.62814090496632,101.43859409496238,123.72871865611708,87.69074854398625,85.51828176873764,92.53767131018684,89.54088938571019,77.55670902153693,90.52835032358753,92.16846954298732,96.32007847544351,137.3975,0.8185,1.2236,144.805555555556,15.8,36.2,15.9,132.7,124.0,74.76,75.41,95.8,104.8,4.004,11.501,26.779,3.45,2.287,1.28,16.799,1.242,6.55,11.142,1.866,12.16,18.811,5.393,1.929,4.37,1.27,1.328,8.717,5.534,10.128,6.642,11.672,13.888,3.961,2.742,18.525,22.992
2010-07-31,144.14,152.91,154.12,150.4,153.09,149.56,148.58,139.77,147.48,159.62,161.31,158.78,159.14,152.22307692307692,82.26242616727552,79.84817661171111,70.29313638356872,83.36721319258672,74.37854283095895,82.61943499977352,80.8663409449871,90.63900975599654,77.19295537089285,98.59140296506975,72.56838718301552,104.99538480475074,90.19396601597701,97.60001570282554,101.30335937951484,94.68041253587562,87.69074854398625,85.51828176873764,84.72398228751811,89.54088938571019,77.45049246897509,86.96736423485598,99.11297388214615,96.33184311906321,141.20999999999998,0.8319,1.3048,145.386363636364,10.1,121.3,16.2,133.0,124.9,75.58,76.38,95.8,105.1,4.005,11.53,27.164,3.437,2.293,1.327,16.951,1.243,6.332,10.922,1.85,11.446,17.546,5.494,1.944,4.551,1.285,1.327,8.82,5.618,9.77,6.892,11.814,14.239,3.971,2.809,18.425,22.886
2010-08-31,158.76,173.86,162.36,161.11,159.73,157.82,155.15,145.98,150.02,159.08,163.47,164.04,163.81,159.63,85.16122437203127,80.64525088591365,111.60148785989821,88.23586126748516,76.14938690890085,82.870810022343,81.72569209935519,91.0238532532068,77.19295537089285,98.11577128535845,73.36916725007447,105.38561324636288,90.149297652195,96.87143275416955,101.30335937951484,53.746167756404176,87.69074854398625,85.51828176873764,86.43512944524217,91.38394826256545,78.27958565413783,91.52732524869533,97.2971749887695,96.33184311906321,140.4,0.8266,1.2687,152.5,12.3,37.7,15.3,132.4,123.2,77.04,76.67,96.5,104.8,4.004,11.518,27.126,3.383,2.292,1.278,17.066,1.242,6.503,11.523,1.872,11.608,17.111,5.519,1.93,4.533,1.277,1.322,8.904,5.64,9.455,6.957,11.524,14.039,3.975,2.724,18.852,22.968
2010-09-30,157.02,153.36,152.88,150.25,149.88,151.05,150.22,141.45,158.19,159.53,156.48,158.95,159.58,153.75692307692307,89.93023673869112,83.04252743718608,111.60148785989821,92.80511749557334,81.93121755584039,86.57368441021777,83.95790912228694,93.1798626666059,77.19295537089285,99.50773621337515,71.27803650660253,108.46165397544418,90.13418923503346,95.35318274573089,101.30335937951484,87.28589353729768,87.69074854398625,85.51828176873764,82.8492043044817,96.66991422517097,81.23452007848843,97.52326908639685,94.98481068373475,96.33184311906321,138.44,0.8677,1.3633,152.5,10.5,139.8,14.7,131.2,123.9,77.84,75.55,96.3,104.6,3.994,11.327,27.37,3.27,2.443,1.289,17.639,1.243,6.466,11.462,1.85,11.782,17.349,5.464,1.943,4.726,1.279,1.317,8.392,5.774,9.435,6.628,11.538,12.663,3.953,2.701,19.022,23.059
2010-10-31,138.0,158.15,159.06,157.31,154.24,153.08,151.59,142.86,140.83,158.91,155.52,157.95,159.5,152.84615384615384,90.4148321079611,83.4133183179069,111.60148785989821,92.81217862403584,84.46691293420625,86.18047562176527,84.24236333714744,93.43281606502798,77.19295537089285,98.64379813174538,70.2958200956247,108.63647631728644,90.15323897841105,90.9524709136909,101.30915515303403,71.26270443294723,87.69074854398625,86.99061542045722,82.829543236324,97.08885514454771,81.80033716417329,94.33576418909273,95.11080489266294,96.30022563933524,132.958,0.8697,1.395,154.75,9.4,77.4,10.9,131.0,124.8,82.67,81.95,96.4,104.8,3.987,11.473,27.361,3.053,2.546,1.274,17.499,1.244,6.166,11.537,1.854,11.964,16.424,5.467,1.939,4.727,1.262,1.312,8.739,5.793,9.68,5.848,11.866,12.76,3.952,2.724,19.059,22.722
2010-11-30,132.28,159.59,149.14,154.79,154.15,152.5,151.3,140.83,164.35,164.2,162.22,160.82,157.55,154.13230769230768,90.59908633610974,83.60350629346028,111.60148785989821,93.17865119123995,84.46691293420625,86.27861952226468,84.40055980400847,93.43281606502798,77.19295537089285,100.85370982842099,70.35117355648131,108.46893823968759,89.90624920220475,89.49707557032463,101.30915515303403,68.52283951000099,94.07784616596722,86.99061542045722,86.87401522476219,97.40165499206891,82.08727287488536,93.85896483629843,95.34055903835548,96.23993184078425,129.965,0.8346,1.298,156.5,7.0,131.8,5.9,131.1,125.1,85.28,84.32,96.2,104.6,3.988,11.243,25.386,3.075,2.559,1.25,17.481,1.25,6.27,11.453,1.818,11.788,17.295,5.454,1.958,4.652,1.252,1.313,8.305,5.803,9.74,5.567,11.413,13.975,3.955,2.737,17.738,21.422
2010-12-31,176.16,173.73,177.79,166.23,164.18,162.43,154.32,146.59,192.77,188.2,173.54,170.64,167.2,170.2907692307692,90.58828755350761,85.467550244839,111.60148785989821,93.17865119123995,84.46691293420625,86.27861952226468,85.9900101098519,93.52435173060483,77.19295537089285,103.65743341408738,75.6005267610498,108.97779612754984,89.91084741612349,89.77505253979969,101.30915515303403,68.9150967556945,99.04360375996426,86.99061542045722,95.41960336530101,97.2870788681454,84.81366552263371,93.93854774437828,95.34055903835548,96.24213771146293,130.1075,0.8575,1.3379,173.027777777778,7.0,26.0,0.6,137.5,130.6,91.45,89.23,96.5,105.0,3.998,11.334,24.622,3.311,2.577,1.23,17.412,1.328,6.369,11.402,1.865,12.209,17.624,5.527,1.891,4.71,1.254,1.406,8.652,5.67,9.705,5.401,11.303,13.807,3.964,2.73,16.554,20.498
2011-01-31,204.79,201.49,197.53,183.33,175.72,169.1,166.07,156.26,196.04,197.49,189.87,178.64,174.17,183.8846153846154,96.3900661363554,96.50593389870028,112.19359595027095,98.14134784835622,88.7676255318488,91.4750904224942,95.57649501563796,100.41579596756365,79.47786684987128,109.70801432891888,80.7209522262875,116.44291554046508,92.73937313441809,89.7056060389426,101.4330431131825,69.83682604272636,91.73358062890951,86.30892609836137,92.79878741947708,112.63654193746875,97.5986135943744,100.1392250321051,97.71753020915898,95.98661884929815,130.144,0.8547,1.3686,185.625,7.4,74.6,3.7,142.6,135.2,96.52,89.58,96.2,105.3,4.002,11.668,27.098,3.261,2.539,1.268,17.243,1.359,6.481,10.858,1.345,12.186,17.978,5.571,1.964,4.656,1.256,1.435,8.463,5.62,9.526,5.631,11.703,13.362,3.964,2.795,17.626,22.566
2011-02-28,208.5,202.13,186.09,182.47,173.77,169.19,168.95,158.17,203.35,196.27,185.6,179.38,175.01,183.76000000000002,97.65617183957835,100.39395687338151,112.19359595027095,99.47131286298409,89.49313427154922,92.451821327391,99.48843163382708,104.09020561574178,79.47786684987128,111.73513587358876,79.84830102884001,118.93685424187804,93.1082060053326,91.9863788427406,101.4330431131825,76.75116988809766,90.70278608784047,86.30892609836137,93.1443728685108,114.88305195554358,101.77054007198132,101.28482169317394,97.82429350199776,95.98661884929815,133.6275,0.8489,1.3802,183.725,7.8,148.5,7.2,144.5,138.5,103.72,89.74,97.1,106.1,3.997,11.28,27.449,3.201,2.56,1.275,17.175,1.383,6.55,10.979,1.841,12.244,16.973,5.506,1.968,4.68,1.24,1.451,8.678,5.67,9.1,5.497,11.67,13.651,3.957,2.773,18.825,22.598
2011-03-31,202.58,195.88,184.72,181.24,177.4,176.09,171.9,163.96,207.28,193.75,191.19,185.61,181.13,185.5946153846154,98.7868970405737,100.84968683905858,112.19359595027095,100.40280924725022,90.1603848148069,93.54444979451976,100.2767749616203,104.69690161872771,79.47786684987128,117.37180992177014,80.41287339631835,113.99227796574056,93.14067051230796,94.45220056248283,98.97697820047708,75.92105798575788,90.70278608784047,91.86577392561526,103.93027661993179,118.09960389185864,101.8904869299628,101.25148177417759,98.0960546110419,95.98661884929815,136.69,0.8833,1.4165,187.717391304348,10.5,34.7,6.9,149.4,145.0,114.64,102.98,98.0,106.2,3.989,11.582,26.311,3.243,2.56,1.264,17.319,1.446,6.466,11.536,1.806,12.215,17.529,5.586,1.909,4.69,1.242,1.497,8.478,5.681,9.71,5.532,11.724,13.392,3.954,2.703,18.665,21.945
2011-04-30,225.34,210.41,204.35,196.55,190.79,189.34,185.54,173.66,216.95,206.12,200.76,195.79,189.81,198.87769230769234,99.39142632725043,100.32113826127151,112.19359595027095,100.60334574749763,91.14222961885548,94.85207663796288,99.80443074318387,104.05407011713133,79.47786684987128,119.0936361635866,83.3496527545591,113.55514278202867,93.0468841588236,96.84615862554769,98.82867982278685,75.68667344862665,90.66890183822053,91.86577392561526,115.52557787040547,118.71799407760642,101.25897863794118,101.32649659191937,98.40663873566378,95.98661884929815,140.12,0.8858,1.4799,193.0,13.4,41.8,12.1,150.7,146.3,123.26,110.04,98.4,105.7,3.989,11.593,26.34,3.207,2.557,1.245,16.917,1.463,6.548,11.338,1.894,12.414,18.21,5.623,1.926,4.586,1.269,1.507,8.534,5.489,9.127,5.405,11.258,13.444,3.961,2.75,17.4,22.775
2011-05-31,226.77,217.5,207.39,201.01,194.94,191.56,190.24,175.89,217.67,210.06,202.98,199.1,196.77,202.45230769230767,100.1057926251684,100.6304128160757,112.19359595027095,101.17023031313211,91.75277551757553,96.13954738362652,100.61097297256309,104.29655833149091,79.5141475388956,117.9215377982908,88.39641386689085,113.73350218481677,91.68608024143975,99.85634754462097,98.86930951530472,74.29989827060021,90.66890183822053,91.86577392561526,119.54528230390298,119.01703649578891,101.04529847372254,101.2607428627877,98.83369190701886,95.98661884929815,144.59,0.8749,1.4394,184.113636363636,11.5,93.3,12.0,153.3,146.0,114.99,101.36,98.4,105.7,3.996,11.391,27.225,3.239,2.554,1.248,17.15,1.456,6.369,11.042,1.926,12.908,18.057,5.603,2.015,4.491,1.283,1.532,8.148,5.715,9.24,5.473,11.714,13.876,3.957,2.736,18.718,22.805
2011-06-30,211.54,202.53,200.19,190.18,183.74,182.84,179.24,168.05,218.28,214.79,198.56,195.74,189.03,194.97769230769234,100.5877131551107,100.6492311090929,112.19359595027095,101.65985189815177,93.30088999104767,96.1706213677032,100.58946517977965,104.29655833149091,79.5141475388956,116.03184822275105,85.85297236365722,117.82545865687466,91.75732179841344,101.31607807088004,98.87743545380829,82.76703967446592,90.66890183822053,91.86577392561526,103.24820007578627,118.22697381071411,101.109640828004,102.78141361256543,99.28986234005724,95.98661884929815,146.7575,0.9037,1.4504,178.363636363636,15.1,112.5,13.0,151.7,142.8,113.83,96.29,98.4,105.5,4.002,11.496,26.755,3.225,2.652,1.262,17.499,1.427,6.138,11.871,1.884,12.711,18.752,5.632,2.064,4.522,1.33,1.508,8.273,5.774,9.125,5.629,11.62,13.94,3.962,2.719,18.637,21.81
2011-07-31,214.46,208.03,208.72,201.27,195.8,189.82,189.29,177.82,215.22,208.1,203.64,200.88,196.81,200.75846153846155,100.783546586006,100.66395846884546,112.19359595027095,102.03054058042731,93.30088999104767,96.07739941547315,100.72512971887524,104.40401389314829,79.5141475388956,115.14737533570624,86.78079116554103,117.36564193061167,92.06212744723766,101.54963495508147,98.83680576129042,61.95564598168871,90.66890183822053,91.86577392561526,94.77226222053808,118.49278929354305,100.99048832007537,99.38352020152128,99.10545301606301,95.98661884929815,147.214,0.8765,1.4395,177.761904761905,10.7,31.7,14.9,149.3,141.1,116.97,97.34,98.3,106.2,3.983,11.314,26.12,3.365,2.764,1.258,17.227,1.414,6.162,11.945,1.924,12.001,18.891,5.614,1.978,4.474,1.341,1.493,8.154,5.642,9.594,6.091,11.986,14.804,3.948,2.692,17.196,22.375
2011-08-31,265.56,221.0,209.48,205.22,199.72,192.45,187.39,175.9,227.1,211.74,209.59,203.15,199.29,208.27615384615382,100.63965158678295,100.63123100272861,119.04960874349455,102.12082541170753,92.56761349182152,95.93210754397947,100.84507702478291,105.05540380231031,81.96733966058257,116.04460976274171,87.52662851902448,117.36564193061167,91.91242999840684,101.72480261823256,98.83680576129042,40.26531027466938,94.73947024650792,91.86577392561526,92.83516483516485,118.18451717109564,100.77204205553963,99.12328361157758,98.96957246154093,95.98661884929815,147.465,0.8844,1.4377,180.847826086957,11.6,54.1,14.4,151.9,143.6,110.22,86.34,98.5,106.3,3.983,11.495,26.583,3.308,2.789,1.265,17.332,1.432,6.063,11.922,1.982,12.757,17.258,5.584,2.072,4.388,1.332,1.513,8.552,5.759,9.427,6.154,11.949,14.449,3.949,2.648,18.505,22.125
2011-09-30,211.88,203.44,204.42,201.61,193.88,190.15,187.47,175.56,249.93,209.94,203.99,196.73,194.55,201.81153846153848,99.46890824990899,100.63614012264614,119.04960874349455,101.61644572926704,90.48352361107605,95.46095875838436,100.88643816475107,105.05540380231031,83.31976023868062,116.76023765914093,87.14905283671345,119.38429921765861,91.93768017049878,101.8460725388756,98.83680576129042,65.98901322482197,94.73947024650792,91.86577392561526,89.0428192497158,112.73622274352957,100.73470760305531,103.17315766077249,98.78516313754669,95.98661884929815,147.7425,0.8587,1.3384,175.931818181818,6.7,91.1,14.3,150.8,142.2,112.83,85.61,98.8,106.0,3.988,11.364,27.244,3.119,2.769,1.215,17.24,1.428,5.99,11.631,2.001,12.73,18.588,5.602,1.922,4.461,1.321,1.517,8.329,5.853,9.252,5.87,11.186,14.429,3.954,2.658,17.478,22.29
2011-10-31,227.51,222.12,208.25,207.95,203.34,196.23,193.09,178.76,234.01,229.04,208.55,203.11,196.29,208.32692307692312,98.68387162692879,101.62696415933364,119.04960874349455,100.59206014358762,89.5770260744268,94.76137419795526,101.65740981375768,105.96639874096316,88.63372328641287,115.3859179678393,87.42775670847624,121.29573466719133,91.93046583561537,99.7162134141001,98.83680576129042,65.4030518819939,96.47113374024156,92.21447256825283,90.99810534293293,112.54424489481983,102.04856259048141,102.93792601007605,98.39693298176934,95.98661884929815,146.446,0.861,1.3856,174.28125,8.1,98.3,12.4,150.2,142.9,109.55,86.43,99.1,106.2,3.986,11.335,27.316,3.098,2.791,1.233,17.228,1.427,5.939,12.136,1.946,12.477,18.904,5.61,2.064,4.545,1.268,1.498,8.321,5.831,9.391,5.632,12.351,14.577,3.937,2.703,18.591,22.251
2011-11-30,219.86,216.62,221.98,217.64,210.35,205.29,200.53,188.46,240.32,232.4,213.66,209.05,205.2,213.9507692307692,98.14745831621565,101.75296490388351,119.04960874349455,100.17102030540582,89.5770260744268,93.89802134306797,101.75502210408256,105.96639874096316,88.63372328641287,116.77398085605392,93.34287024388381,127.27953798385143,91.87545653212933,99.88688959870885,98.83680576129042,56.12533062054934,102.05133463817417,92.21447256825283,95.51799924213718,110.98073299234701,102.21855350179287,101.37187592610883,98.17370064219737,95.98661884929815,146.07999999999998,0.8563,1.3441,186.681818181818,7.9,87.5,10.2,149.5,144.7,110.77,97.16,99.1,106.2,3.986,11.657,26.341,3.167,2.806,1.198,17.875,1.442,6.071,12.22,2.021,12.887,17.729,5.551,2.063,4.6,1.244,1.49,8.819,6.016,9.344,5.536,11.848,15.156,3.949,2.739,18.475,21.284
2011-12-31,209.58,207.55,212.74,216.41,210.98,206.38,202.97,191.32,245.54,222.15,221.76,213.91,206.85,212.93384615384613,98.1295778725252,102.70778872784246,119.04960874349455,99.59805887612748,91.3387539348557,93.84847093602677,102.64428661339811,107.37663412094459,88.63372328641287,118.60378935932981,95.68426935164929,125.78049421706581,92.02785935654146,99.9398890455084,98.83680576129042,55.15849440488301,102.87971537230321,92.21447256825283,98.76468359226979,110.85613198477098,103.31157917452462,101.1459053640225,97.9795855643087,95.98661884929815,146.066,0.8328,1.2945,190.090909090909,5.0,145.1,7.2,147.9,146.9,107.87,98.58,98.8,106.2,3.967,10.283,22.976,2.728,2.738,1.196,15.99,1.479,6.142,11.394,1.938,12.876,17.977,5.566,1.894,4.376,1.186,1.484,8.367,5.43,9.067,5.041,10.357,15.007,3.931,2.789,16.684,19.799
2012-01-31,263.15,245.41,238.23,235.42,222.63,220.47,212.61,203.43,278.79,254.59,239.76,233.01,223.09,236.19923076923078,98.18066485449788,103.66343073845434,119.04960874349455,99.70310180482852,91.18106841648397,93.84847093602677,103.62785452184112,109.04647453041683,88.63372328641287,122.64428925175656,99.83545246988471,126.2784571739829,90.28559748219712,99.88149982445805,98.83680576129042,59.406714140386576,102.87971537230321,104.96945666138227,97.3368700265252,111.34530631081027,104.29657324006779,103.47414304060061,102.50246687911482,96.6980950177387,145.765,0.8297,1.3078,190.931818181818,3.2,110.9,8.3,154.9,153.1,110.69,100.32,98.3,105.7,4.005,10.349,25.681,2.714,2.769,1.183,16.341,1.529,6.231,10.701,1.765,13.138,18.601,5.626,1.874,4.282,1.215,1.542,8.399,5.431,9.34,5.064,11.302,15.093,3.963,2.768,17.791,21.957
2012-02-29,252.49,246.42,241.28,240.03,231.46,224.43,217.97,202.22,273.96,258.19,249.16,236.09,226.49,238.4761538461538,98.43865411345992,104.17888832979465,119.04960874349455,99.89669331805437,91.18106841648397,94.0945432964178,104.23338161097504,108.90003066762712,88.63372328641287,124.50943740423735,97.39088277719931,124.01442683570143,90.6796805252036,99.96144814251163,98.83680576129042,59.406714140386576,103.0482449296233,104.96945666138227,99.32853353543008,112.54701380609929,104.76603412130649,102.9508915341302,101.06601530273862,96.6980950177387,146.0,0.8371,1.3324,194.095238095238,6.8,38.6,7.9,157.0,154.4,119.33,102.26,99.2,105.9,4.035,10.775,25.539,3.012,2.771,1.193,15.955,1.554,6.041,11.368,1.908,12.922,18.169,5.524,1.869,4.289,1.206,1.578,8.419,5.461,9.079,5.272,10.851,15.112,3.985,2.874,16.562,21.728
2012-03-31,277.58,260.75,249.29,243.92,245.71,240.1,232.98,215.41,281.9,271.62,257.74,248.97,241.54,251.34692307692305,99.27988641661007,104.3867077396366,119.04960874349455,100.75787170872725,92.36798207201102,94.82604167833107,104.18540268861196,110.04115167637809,88.63372328641287,127.7214188541937,99.3826482360696,118.29764713362006,90.61745688683415,101.44812754002469,99.70831266579879,58.52777212614446,103.0482449296233,103.49908208947214,101.83857521788558,113.05926239280082,105.25376505376092,102.52395534920475,100.27984923728948,96.6980950177387,147.515,0.8331,1.3343,194.363636363636,11.4,28.3,9.5,161.0,157.6,125.45,106.21,100.2,105.8,4.028,10.613,24.189,3.049,2.769,1.176,15.698,1.582,6.101,11.026,1.953,13.0,18.146,5.671,1.838,4.284,1.147,1.629,8.448,5.383,9.038,4.862,10.742,14.936,3.984,2.881,17.27,21.189
2012-04-30,276.32,256.75,243.45,238.81,235.9,236.06,229.56,214.83,267.95,255.67,246.8,241.92,238.21,244.78692307692307,100.62262259279204,104.47507189815211,119.04960874349455,101.57651205389311,94.59422195207682,95.81453030693257,104.19202047100686,110.11722641029482,89.35161777136219,129.81234809881687,100.62642695427061,107.55071988123119,90.62557301357799,104.0262362233253,99.60775417681705,58.40081383519837,103.0482449296233,103.49908208947214,104.76695718075028,116.15675114409873,105.4404373161824,102.6054529289736,100.56131610022807,96.6980950177387,150.124,0.8156,1.324,192.095238095238,11.9,79.6,8.0,164.9,159.9,119.75,103.35,100.2,106.4,4.026,10.968,24.713,3.079,2.768,1.128,16.248,1.6,6.063,11.146,1.95,13.218,19.526,5.669,1.843,4.428,1.172,1.686,8.526,5.577,9.382,5.088,11.316,15.338,3.982,2.914,16.976,21.315
2012-05-31,261.85,245.8,239.48,227.11,229.54,232.71,222.41,207.74,248.52,244.91,237.49,232.38,230.59,235.4253846153846,102.84064906010595,104.23861595545789,119.04960874349455,104.2642220312351,96.19515719032371,96.54602868884584,103.91903694721698,110.11722641029482,91.01666981871233,128.6441763612105,101.5306024971103,100.53078246166906,90.62196584613628,106.01506292187149,99.47977064538576,59.60203458799593,103.36033670243833,103.49908208947214,97.08222811671088,119.51451755566664,105.17909614879233,102.66750222266126,100.20220320613402,96.6980950177387,153.8375,0.8021,1.2356,187.304347826087,15.5,38.0,12.1,165.9,157.5,110.34,94.72,100.2,106.4,4.028,10.772,25.726,2.854,2.778,1.16,16.61,1.579,5.884,11.369,1.953,13.161,19.723,5.711,1.869,4.445,1.205,1.665,8.581,5.453,9.342,4.938,10.781,15.257,3.985,2.878,17.698,21.914
2012-06-30,252.8,239.61,233.9,227.53,225.26,224.6,224.8,211.67,258.81,246.41,239.27,240.93,236.61,235.55384615384614,104.29833094572646,103.8205225758152,119.04960874349455,105.9327551631638,96.92765691359727,97.99390837933774,103.62785452184112,110.11722641029482,91.01666981871233,124.04707699380657,102.6927045022497,100.35963991332902,90.54621532986043,107.10110243340823,99.48688084157638,90.87283825025433,103.0482449296233,103.49908208947214,96.77302008336491,121.92531630965658,104.5777731587793,107.89816506964338,100.82337145537778,96.6980950177387,155.89749999999998,0.8056,1.2658,183.595238095238,14.0,166.3,13.8,162.9,153.6,95.16,82.41,100.0,106.3,4.028,10.74,25.41,2.788,2.785,1.154,16.181,1.534,6.018,11.569,1.958,13.228,19.507,5.695,1.94,4.499,1.224,1.621,7.824,5.497,9.723,5.47,10.76,15.611,3.985,2.881,17.522,21.579
